"importer_iso3c","exporter_iso3c","hs6","product_weight_t","dom_source","source_country_iso3c","sciname","habitat","method","live_weight_t","hs_version","year"
"AUS","CRI","230120",2.36413499814459,"domestic","CRI","tetrapturus angustirostris","marine","capture",7.0337900771244,"HS12",2015
"AUS","DNK","230120",51.1902509930821,"domestic","DNK","ammodytes","marine","capture",152.301573202558,"HS12",2015
"AUS","DNK","230120",0.176884275951575,"domestic","DNK","anarhichas","marine","capture",0.526267267293942,"HS12",2015
"AUS","DNK","230120",0.215494087605582,"domestic","DNK","aphanopus carbo","marine","capture",0.641139434198425,"HS12",2015
"AUS","DNK","230120",3.92979572248355,"domestic","DNK","argentina","marine","capture",11.6919542156535,"HS12",2015
"AUS","DNK","230120",0.589522728102079,"domestic","DNK","asteroidea","marine","capture",1.75395191832023,"HS12",2015
"AUS","DNK","230120",0.82387875383468,"domestic","DNK","brosme brosme","marine","capture",2.4512095155412,"HS12",2015
"AUS","DNK","230120",2.40942516560124,"domestic","DNK","cerastoderma edule","marine","capture",7.16853768278056,"HS12",2015
"AUS","DNK","230120",0.421767313855375,"domestic","DNK","chlamys islandica","marine","capture",1.25484490072674,"HS12",2015
"AUS","DNK","230120",85.0256470966064,"domestic","DNK","clupea harengus","marine","capture",252.968867394862,"HS12",2015
"AUS","DNK","230120",1.28336210756823,"domestic","DNK","crangon crangon","marine","capture",3.81826742747573,"HS12",2015
"AUS","DNK","230120",1.73741701544475,"domestic","DNK","cyclopterus lumpus","marine","capture",5.16917459140586,"HS12",2015
"AUS","DNK","230120",1.65184256358222,"domestic","DNK","engraulis encrasicolus","marine","capture",4.91457291644296,"HS12",2015
"AUS","DNK","230120",0.281711220387479,"domestic","DNK","eutrigla gurnardus","marine","capture",0.838149085450351,"HS12",2015
"AUS","DNK","230120",0.125847274852523,"domestic","DNK","illex illecebrosus","marine","capture",0.374421644189326,"HS12",2015
"AUS","DNK","230120",0.490798491834311,"domestic","DNK","lophius piscatorius","marine","capture",1.46022691785415,"HS12",2015
"AUS","DNK","230120",19.2614181996663,"domestic","DNK","mallotus villosus","marine","capture",57.3066987758668,"HS12",2015
"AUS","DNK","230120",0.571567606197226,"domestic","DNK","melanogrammus aeglefinus","marine","capture",1.70053172091737,"HS12",2015
"AUS","DNK","230120",0.915349172717607,"domestic","DNK","merlangius merlangus","marine","capture",2.72335291056478,"HS12",2015
"AUS","DNK","230120",511.522655333322,"domestic","DNK","micromesistius poutassou","marine","capture",1521.88558611567,"HS12",2015
"AUS","DNK","230120",0.163529828369501,"domestic","DNK","molva dypterygia","marine","capture",0.486535026553886,"HS12",2015
"AUS","DNK","230120",1.50893023296445,"domestic","DNK","molva molva","marine","capture",4.48937920551408,"HS12",2015
"AUS","DNK","230120",0.270847296476813,"domestic","DNK","myctophidae","marine","capture",0.80582666720374,"HS12",2015
"AUS","DNK","230120",29.0571519516655,"domestic","DNK","pandalus borealis","marine","capture",86.4510305999965,"HS12",2015
"AUS","DNK","230120",1.29689592755496,"domestic","DNK","pandalus montagui","marine","capture",3.85853333818004,"HS12",2015
"AUS","DNK","230120",5.88714772895129,"domestic","DNK","pollachius virens","marine","capture",17.5154808464667,"HS12",2015
"AUS","DNK","230120",0.225413623711752,"domestic","DNK","sardina pilchardus","marine","capture",0.670652103605214,"HS12",2015
"AUS","DNK","230120",0.132353452544759,"domestic","DNK","sebastes mentella","marine","capture",0.393778867075317,"HS12",2015
"AUS","DNK","230120",0.60470373324407,"domestic","DNK","sebastes norvegicus","marine","capture",1.79911854518897,"HS12",2015
"AUS","DNK","230120",1.10205223461835,"domestic","DNK","sebastes","marine","capture",3.27883309473228,"HS12",2015
"AUS","DNK","230120",0.185384671417719,"domestic","DNK","sepiidae","marine","capture",0.551557700085777,"HS12",2015
"AUS","DNK","230120",0.178435528282714,"domestic","DNK","spisula solida","marine","capture",0.530882563485761,"HS12",2015
"AUS","DNK","230120",341.794675554944,"domestic","DNK","sprattus sprattus","marine","capture",1016.90977851058,"HS12",2015
"AUS","DNK","230120",0.259957126866091,"domestic","DNK","trachinus draco","marine","capture",0.7734261625768,"HS12",2015
"AUS","DNK","230120",7.53766747149584,"domestic","DNK","trisopterus esmarkii","marine","capture",22.4261180970124,"HS12",2015
"AUS","ECU","230120",9.18357900498479,"domestic","ECU","alopias pelagicus","marine","capture",27.3230449735085,"HS12",2015
"AUS","ECU","230120",0.428830757174901,"domestic","ECU","alopias superciliosus","marine","capture",1.27586010399144,"HS12",2015
"AUS","ECU","230120",0.221695816946511,"domestic","ECU","ariidae","marine","capture",0.659590860336728,"HS12",2015
"AUS","ECU","230120",340.676502897844,"domestic","ECU","auxis","marine","capture",1013.5829838283,"HS12",2015
"AUS","ECU","230120",0.755283694996763,"domestic","ECU","carcharhinus falciformis","marine","capture",2.24712504296558,"HS12",2015
"AUS","ECU","230120",233.685385365331,"domestic","ECU","cetengraulis mysticetus","marine","capture",695.262303566274,"HS12",2015
"AUS","ECU","230120",0.43372608764706,"domestic","ECU","chloroscombrus orqueta","marine","capture",1.29042472357803,"HS12",2015
"AUS","ECU","230120",57.3536350666146,"domestic","ECU","coryphaena hippurus","marine","capture",170.638914247779,"HS12",2015
"AUS","ECU","230120",216.12012612468,"domestic","ECU","decapterus macrosoma","marine","capture",643.002028139543,"HS12",2015
"AUS","ECU","230120",65.2035187372152,"domestic","ECU","etrumeus sadina","marine","capture",193.993940044607,"HS12",2015
"AUS","ECU","230120",2.72237030853551,"domestic","ECU","euthynnus lineatus","marine","capture",8.09961414109739,"HS12",2015
"AUS","ECU","230120",30.674203078763,"domestic","ECU","fistularia corneta","marine","capture",91.2620918045843,"HS12",2015
"AUS","ECU","230120",0.445608690267889,"domestic","ECU","gempylidae","marine","capture",1.32577792145818,"HS12",2015
"AUS","ECU","230120",2.51213433713538,"domestic","ECU","haemulidae","marine","capture",7.47411868899782,"HS12",2015
"AUS","ECU","230120",0.585737589146824,"domestic","ECU","istiophorus platypterus","marine","capture",1.74269034787485,"HS12",2015
"AUS","ECU","230120",0.252608248625007,"domestic","ECU","isurus oxyrinchus","marine","capture",0.751561731446301,"HS12",2015
"AUS","ECU","230120",0.820295472587776,"domestic","ECU","kajikia audax","marine","capture",2.44054851348429,"HS12",2015
"AUS","ECU","230120",503.888379575858,"domestic","ECU","litopenaeus vannamei","marine","aquaculture",1499.17203840751,"HS12",2015
"AUS","ECU","230120",6.53932850043106,"domestic","ECU","makaira nigricans","marine","capture",19.4558533897122,"HS12",2015
"AUS","ECU","230120",17.2426105773757,"domestic","ECU","oncorhynchus mykiss","inland","aquaculture",51.3003289905392,"HS12",2015
"AUS","ECU","230120",334.540270390804,"domestic","ECU","opisthonema libertate","marine","capture",995.32642430322,"HS12",2015
"AUS","ECU","230120",3.17742006310233,"domestic","ECU","prionace glauca","marine","capture",9.45348117947801,"HS12",2015
"AUS","ECU","230120",59.6510501778932,"domestic","ECU","protrachypene precipua","marine","capture",177.474198876377,"HS12",2015
"AUS","ECU","230120",1.19608910463359,"domestic","ECU","sciaenidae","marine","capture",3.55861221213299,"HS12",2015
"AUS","ECU","230120",1837.39540821265,"domestic","ECU","scomber japonicus","marine","capture",5466.63096658308,"HS12",2015
"AUS","ECU","230120",0.121079927677867,"domestic","ECU","scomberomorus sierra","marine","capture",0.360237801355638,"HS12",2015
"AUS","ECU","230120",0.259998399583631,"domestic","ECU","selene peruviana","marine","capture",0.773548957438902,"HS12",2015
"AUS","ECU","230120",1.13666765270949,"domestic","ECU","stromateidae","marine","capture",3.38182111549931,"HS12",2015
"AUS","ECU","230120",152.451339902291,"domestic","ECU","thunnus albacares","marine","capture",453.57423442004,"HS12",2015
"AUS","ECU","230120",189.06441031517,"domestic","ECU","thunnus obesus","marine","capture",562.505683582323,"HS12",2015
"AUS","ECU","230120",0.255046271276024,"domestic","ECU","trachurus murphyi","marine","capture",0.758815352556764,"HS12",2015
"AUS","ECU","230120",23.1434916574578,"domestic","ECU","trichiuridae","marine","capture",68.8566693940894,"HS12",2015
"AUS","ECU","230120",1.31681573338838,"domestic","ECU","triglidae","marine","capture",3.91779887619683,"HS12",2015
"AUS","GBR","230120",0.120105318550094,"domestic","GBR","salmo salar","marine","aquaculture",0.357338137834989,"HS12",2015
"AUS","GBR","230120",0.130577156208508,"domestic","GBR","scomber scombrus","marine","capture",0.388494018471593,"HS12",2015
"AUS","NAM","230120",4.77280396959389,"domestic","NAM","teuthida","marine","capture",14.2000779260645,"HS12",2015
"AUS","NAM","230120",0.100556657031054,"domestic","NAM","thunnus albacares","marine","capture",0.299176830836194,"HS12",2015
"AUS","NAM","230120",0.963228359489234,"domestic","NAM","thunnus obesus","marine","capture",2.86580338360433,"HS12",2015
"AUS","NAM","230120",1051.69396077697,"domestic","NAM","trachurus capensis","marine","capture",3129.00682545214,"HS12",2015
"AUS","NAM","230120",0.147219943830041,"domestic","NAM","xiphias gladius","marine","capture",0.438009750238139,"HS12",2015
"AUS","NOR","230120",0.124252438753368,"domestic","NOR","actinopterygii","marine","aquaculture",0.369676677282747,"HS12",2015
"AUS","NOR","230120",0.395515045861865,"domestic","NOR","anarhichas denticulatus","marine","capture",1.17673897942373,"HS12",2015
"AUS","NOR","230120",0.565514449622756,"domestic","NOR","anarhichas lupus","marine","capture",1.68252232945613,"HS12",2015
"AUS","NOR","230120",2.47478730137399,"domestic","NOR","anarhichas minor","marine","capture",7.36300354127799,"HS12",2015
"AUS","NOR","230120",1.85429413678747,"domestic","NOR","argentina sphyraena","marine","capture",5.51690817556603,"HS12",2015
"AUS","NOR","230120",6.45610623684525,"domestic","NOR","argentina","marine","capture",19.2082499608619,"HS12",2015
"AUS","NOR","230120",6.95203991416641,"domestic","NOR","brosme brosme","marine","capture",20.6837551165282,"HS12",2015
"AUS","NOR","230120",0.165296182449683,"domestic","NOR","buccinum undatum","marine","capture",0.491790294891618,"HS12",2015
"AUS","NOR","230120",2.38508803419785,"domestic","NOR","cancer pagurus","marine","capture",7.09612968852253,"HS12",2015
"AUS","NOR","230120",3.39723494940546,"domestic","NOR","chionoecetes opilio","marine","capture",10.1074758825287,"HS12",2015
"AUS","NOR","230120",0.123766139976491,"domestic","NOR","ctenolabrus rupestris","marine","capture",0.368229837946586,"HS12",2015
"AUS","NOR","230120",0.212809143687872,"domestic","NOR","cyclopterus lumpus","marine","capture",0.633151171302761,"HS12",2015
"AUS","NOR","230120",179.357472093397,"domestic","NOR","euphausia superba","marine","capture",533.625536806802,"HS12",2015
"AUS","NOR","230120",0.104875818219501,"domestic","NOR","eutrigla gurnardus","marine","capture",0.312027227760499,"HS12",2015
"AUS","NOR","230120",0.108592992456921,"domestic","NOR","labrus bergylta","marine","capture",0.32308658912803,"HS12",2015
"AUS","NOR","230120",0.857227994858044,"domestic","NOR","lophius piscatorius","marine","capture",2.55043039792476,"HS12",2015
"AUS","NOR","230120",0.694722044203809,"domestic","NOR","merlangius merlangus","marine","capture",2.06694161911877,"HS12",2015
"AUS","NOR","230120",0.619649795016543,"domestic","NOR","merluccius merluccius","marine","capture",1.84358616699137,"HS12",2015
"AUS","NOR","230120",440.8489582428,"domestic","NOR","micromesistius poutassou","marine","capture",1311.61673526784,"HS12",2015
"AUS","NOR","230120",0.321479874462957,"domestic","NOR","molva dypterygia","marine","capture",0.956469047988965,"HS12",2015
"AUS","NOR","230120",8.51764600199418,"domestic","NOR","molva molva","marine","capture",25.341756700148,"HS12",2015
"AUS","NOR","230120",5.77010946878517,"domestic","NOR","mytilus edulis","marine","aquaculture",17.1672678410137,"HS12",2015
"AUS","NOR","230120",0.462902627513957,"domestic","NOR","nephrops norvegicus","marine","capture",1.37723095789277,"HS12",2015
"AUS","NOR","230120",48.2978346251139,"domestic","NOR","pandalus borealis","marine","capture",143.696036901165,"HS12",2015
"AUS","NOR","230120",3.11391227468363,"domestic","NOR","paralithodes camtschaticus","marine","capture",9.26453238748849,"HS12",2015
"AUS","NOR","230120",0.298721588078398,"domestic","NOR","phycis blennoides","marine","capture",0.888758443869613,"HS12",2015
"AUS","NOR","230120",1.19307168895915,"domestic","NOR","pollachius pollachius","marine","capture",3.54963477706854,"HS12",2015
"AUS","NOR","230120",67.0819434468593,"domestic","NOR","pollachius virens","marine","capture",199.582641660077,"HS12",2015
"AUS","NOR","230120",0.504062848117024,"domestic","NOR","rajidae","marine","capture",1.4996911183647,"HS12",2015
"AUS","NOR","230120",0.390662165976239,"domestic","NOR","rajiformes","marine","capture",1.16230065910286,"HS12",2015
"AUS","NOR","230120",10.0170066052928,"domestic","NOR","sebastes mentella","marine","capture",29.80266428021,"HS12",2015
"AUS","NOR","230120",2.06071752535587,"domestic","NOR","sebastes norvegicus","marine","capture",6.13106040601748,"HS12",2015
"AUS","NOR","230120",5.18957207415197,"domestic","NOR","sprattus sprattus","marine","capture",15.4400491462373,"HS12",2015
"AUS","NOR","230120",0.248349869004291,"domestic","NOR","symphodus melops","marine","capture",0.738892172244173,"HS12",2015
"AUS","NOR","230120",38.7077852055105,"domestic","NOR","trisopterus esmarkii","marine","capture",115.163658462676,"HS12",2015
"AUS","NOR","230120",0.17288315335352,"domestic","NOR","urophycis tenuis","marine","capture",0.514363100886506,"HS12",2015
"AUS","NZL","230120",0.184151185715359,"domestic","NZL","genypterus blacodes","marine","capture",0.547887825268838,"HS12",2015
"AUS","NZL","230120",2.65651454059055,"domestic","NZL","macruronus novaezelandiae","marine","capture",7.90367962489752,"HS12",2015
"AUS","NZL","230120",0.346195335454007,"domestic","NZL","nototodarus sloanii","marine","capture",1.03000265093754,"HS12",2015
"AUS","NZL","230120",0.161779394129272,"domestic","NZL","oncorhynchus tshawytscha","marine","aquaculture",0.481327123029238,"HS12",2015
"AUS","NZL","230120",0.118346760465128,"domestic","NZL","oreosomatidae","marine","capture",0.35210606419377,"HS12",2015
"AUS","NZL","230120",0.434937035247084,"domestic","NZL","thyrsites atun","marine","capture",1.29402754288389,"HS12",2015
"AUS","PER","230120",4.62743963463162,"domestic","PER","actinopterygii","inland","capture",13.7675889955982,"HS12",2015
"AUS","PER","230120",4.19356708487444,"domestic","PER","actinopterygii","marine","capture",12.4767285169818,"HS12",2015
"AUS","PER","230120",0.112130990711727,"domestic","PER","anchoa nasus","marine","capture",0.333612864927452,"HS12",2015
"AUS","PER","230120",1.40568214873331,"domestic","PER","atherinidae","marine","capture",4.18219482267763,"HS12",2015
"AUS","PER","230120",0.226612717775341,"domestic","PER","cilus gilberti","marine","capture",0.674219656191098,"HS12",2015
"AUS","PER","230120",0.386799506395572,"domestic","PER","concholepas concholepas","marine","capture",1.15080844878021,"HS12",2015
"AUS","PER","230120",15.5717464932381,"domestic","PER","coryphaena hippurus","marine","capture",46.3291631203778,"HS12",2015
"AUS","PER","230120",0.741258332068808,"domestic","PER","cynoscion analis","marine","capture",2.20539669045265,"HS12",2015
"AUS","PER","230120",1.53614459552525,"domestic","PER","decapoda","marine","capture",4.57034755693463,"HS12",2015
"AUS","PER","230120",170.638532231317,"domestic","PER","dosidicus gigas","marine","capture",507.684889283258,"HS12",2015
"AUS","PER","230120",0.398242313406544,"domestic","PER","elasmobranchii","marine","capture",1.18485316385418,"HS12",2015
"AUS","PER","230120",4983.61697465062,"domestic","PER","engraulis ringens","marine","capture",14827.2901725142,"HS12",2015
"AUS","PER","230120",0.936961405046608,"domestic","PER","ethmidium maculatum","marine","capture",2.78765376708082,"HS12",2015
"AUS","PER","230120",0.86557808083055,"domestic","PER","exocoetidae","marine","capture",2.57527362891734,"HS12",2015
"AUS","PER","230120",0.149740258561698,"domestic","PER","galatheidae","marine","capture",0.445508207291001,"HS12",2015
"AUS","PER","230120",2.43962633206238,"domestic","PER","gastropoda","marine","capture",7.25839239291288,"HS12",2015
"AUS","PER","230120",0.450936039899624,"domestic","PER","isacia conceptionis","marine","capture",1.34162788730467,"HS12",2015
"AUS","PER","230120",1.5362301645054,"domestic","PER","katsuwonus pelamis","marine","capture",4.57060214233012,"HS12",2015
"AUS","PER","230120",8.38022125552446,"domestic","PER","litopenaeus vannamei","marine","aquaculture",24.9328896858579,"HS12",2015
"AUS","PER","230120",0.772618087714378,"domestic","PER","loxechinus albus","marine","capture",2.29869844278658,"HS12",2015
"AUS","PER","230120",7.37067760102255,"domestic","PER","merluccius","marine","capture",21.929288730315,"HS12",2015
"AUS","PER","230120",2.67866269869902,"domestic","PER","mugilidae","marine","capture",7.96957497133594,"HS12",2015
"AUS","PER","230120",1.49587805202293,"domestic","PER","mustelus","marine","capture",4.45054627048144,"HS12",2015
"AUS","PER","230120",10.6646047519194,"domestic","PER","oncorhynchus mykiss","inland","aquaculture",31.7294025676942,"HS12",2015
"AUS","PER","230120",0.53875288217694,"domestic","PER","paralabrax humeralis","marine","capture",1.60290113705536,"HS12",2015
"AUS","PER","230120",0.456643785996472,"domestic","PER","paralonchurus peruanus","marine","capture",1.35860961122917,"HS12",2015
"AUS","PER","230120",11.4046617692905,"domestic","PER","penaeus","marine","capture",33.9312250987154,"HS12",2015
"AUS","PER","230120",0.264605966806387,"domestic","PER","rajiformes","marine","capture",0.7872574219033,"HS12",2015
"AUS","PER","230120",26.1294438986259,"domestic","PER","sarda chiliensis","marine","capture",77.7404942438455,"HS12",2015
"AUS","PER","230120",0.106853649672801,"domestic","PER","sardinops sagax","marine","capture",0.317911684976929,"HS12",2015
"AUS","PER","230120",12.6877757505983,"domestic","PER","scomber japonicus","marine","capture",37.7487542993009,"HS12",2015
"AUS","PER","230120",0.134040935527787,"domestic","PER","seriolella","marine","capture",0.398799477603334,"HS12",2015
